ID,StationName,Y,X,State,City,Elevation
00001001,AGUASCALIENTES (OBS),2470087.352264646,1092654.0348138632,AGUASCALIENTES,AGUASCALIENTES,1890.8
00001003,CALVILLO (SMN),2426079.6953740628,1096450.765808874,AGUASCALIENTES,CALVILLO,1640.0
00001004,CAÑADA HONDA,2479566.9680830725,1109224.524428412,AGUASCALIENTES,AGUASCALIENTES,1925.0
00001005,PRESA EL NIAGARA,2461753.6240229537,1084991.6681792308,AGUASCALIENTES,AGUASCALIENTES,1844.0
00001006,EL TULE (SMN),2490616.750318423,1118118.364745634,AGUASCALIENTES,ASIENTOS,1960.0
00001007,JESUS MARIA (SMN),2464574.4500859412,1104999.2451327988,AGUASCALIENTES,JESUS MARIA,1880.0
00001008,PUERTO DE LA CONCEPCION,2486151.590699975,1131463.6944419844,AGUASCALIENTES,TEPEZALA,2322.8
00001009,LA LABOR (SMN),2428606.7348609474,1105129.5851244444,AGUASCALIENTES,CALVILLO,1740.0
00001010,LA TINAJA,2443136.94758695,1127344.2226137307,AGUASCALIENTES,SAN JOSE DE GRACIA,2525.7
00001011,MALPASO,2431723.1710391426,1093852.854229267,AGUASCALIENTES,CALVILLO,1730.2
00001012,PRESA MEDIA LUNA,2417513.34816458,1086702.862281734,AGUASCALIENTES,CALVILLO,1588.7
00001013,MESILLAS,2483002.7689634925,1143645.5872221915,AGUASCALIENTES,TEPEZALA,2020.5
00001014,PABELLON CAMPO EXPERIMENTAL,2469958.5743900165,1127540.4299352,AGUASCALIENTES,PABELLON DE ARTEAGA,1933.7
00001015,PALO ALTO,2503141.1403511018,1099907.5905272276,AGUASCALIENTES,EL LLANO,2037.5
00001016,GANADERIA PEÑUELAS,2470942.7233967073,1077258.280651699,AGUASCALIENTES,AGUASCALIENTES,1850.0
00001017,PRESA POTRERILLOS,2454504.3020351366,1134832.3153266888,AGUASCALIENTES,SAN JOSE DE GRACIA,2171.9
00001018,PRESA PLUTARCO ELIAS CALLES,2457380.938782339,1124756.2378880375,AGUASCALIENTES,SAN JOSE DE GRACIA,2053.1
00001019,PRESA JOCOQUE,2463107.3055428294,1123271.941315507,AGUASCALIENTES,PABELLON DE ARTEAGA,2006.2
00001020,PRESA LA CODORNIZ,2430736.946451639,1108914.1205592642,AGUASCALIENTES,CALVILLO,1850.2
00001021,RANCHO VIEJO,2447538.724080946,1122798.978490412,AGUASCALIENTES,SAN JOSE DE GRACIA,2126.6
00001022,SAN BARTOLO,2482473.28967918,1081371.7773869338,AGUASCALIENTES,AGUASCALIENTES,1997.6
00001023,CALVILLO (DGE),2426796.8054478015,1091305.7506160976,AGUASCALIENTES,CALVILLO,1684.6
00001024,SAN ISIDRO,2489309.1425585705,1084731.751699016,AGUASCALIENTES,AGUASCALIENTES,2004.4
00001025,SAN FRANCISCO DE LOS ROMO (SMN),2472163.0703070727,1117652.068299298,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,1880.0
00001026,TEPEZALA,2482677.943890636,1133762.3625196083,AGUASCALIENTES,TEPEZALA,2110.2
00001027,VENADERO (DGE),2452355.1049971892,1095669.1942890494,AGUASCALIENTES,JESUS MARIA,2025.6
00001028,VILLA JUAREZ,2493041.9903540057,1120228.4833009585,AGUASCALIENTES,ASIENTOS,1999.3
00001029,ASIENTOS,2490884.2262780145,1135529.7691070542,AGUASCALIENTES,ASIENTOS,2162.8
00001030,AGUASCALIENTES,2468269.6151273237,1097646.1782975488,AGUASCALIENTES,AGUASCALIENTES,1888.7
00001031,EL NOVILLO,2500085.5983031406,1111199.4714609494,AGUASCALIENTES,EL LLANO,2042.6
00001032,LAS FRAGUAS,2511040.947347938,1113437.523085589,AGUASCALIENTES,ASIENTOS,2086.0
00001033,LOS CONOS,2500771.1132846074,1097856.883356487,AGUASCALIENTES,EL LLANO,2025.9
00001034,SANDOVALES,2488774.943867293,1096453.3943652182,AGUASCALIENTES,EL LLANO,2007.0
00001035,SAN FRANCISCO DE LOS VIVEROS,2486635.452934799,1099423.6675653423,AGUASCALIENTES,EL LLANO,2020.0
00001036,SANTA ROSA,2469136.7986553316,1088952.9322246178,AGUASCALIENTES,AGUASCALIENTES,1860.0
00001041,PABELLON DE ARTEAGA (SMN),2470923.969374493,1125671.8688521292,AGUASCALIENTES,PABELLON DE ARTEAGA,1900.0
00001043,E.T.A. 127 AGUASCALIENTES,2469152.162345668,1096297.7662857706,AGUASCALIENTES,AGUASCALIENTES,1855.0
00001045,EL TULE (DGE),2490645.3703091685,1118271.351811862,AGUASCALIENTES,ASIENTOS,1981.7
00001046,LA LABOR (DGE),2428351.0140402974,1105375.6467255976,AGUASCALIENTES,CALVILLO,1784.5
00001047,AGUA ZARCA,2439944.7486223895,1106394.9307881147,AGUASCALIENTES,CALVILLO,2416.8
00001057,VENADERO (SMN),2452010.63746128,1095150.053397813,AGUASCALIENTES,JESUS MARIA,2000.0
00001062,ARELLANO,2471905.6751395306,1087325.3824532724,AGUASCALIENTES,AGUASCALIENTES,1910.7
00001063,PEÑUELAS (SMN),2471689.3635325604,1078848.3031821125,AGUASCALIENTES,AGUASCALIENTES,1870.0
00001073,LA TINAJA,2486653.7977855373,1088130.9841062133,AGUASCALIENTES,EL LLANO,2027.1
00001074,CIENEGUILLA,2453389.7101673293,1079568.0471582802,AGUASCALIENTES,AGUASCALIENTES,1838.8
00001075,MONTORO,2468894.383856922,1082404.1026898457,AGUASCALIENTES,AGUASCALIENTES,1870.5
00001076,LOS NEGRITOS,2464093.1230915934,1094901.4646781946,AGUASCALIENTES,AGUASCALIENTES,1887.1
00001077,EL OCOTE,2446747.5820960538,1085283.0211946738,AGUASCALIENTES,AGUASCALIENTES,2044.6
00001078,EL OCOTE,2414402.1097848956,1097279.0149680562,AGUASCALIENTES,CALVILLO,2328.9
00001079,PEÑUELAS (DGE),2471975.505772307,1078939.5723914276,AGUASCALIENTES,AGUASCALIENTES,1900.3
00001080,PRESA CANUTILLO,2446283.607480124,1091313.7357410304,AGUASCALIENTES,JESUS MARIA,1949.7
00001081,RANCHO SECO,2503365.2550807046,1118850.1829688,AGUASCALIENTES,ASIENTOS,2067.2
00001082,RINCON DE ROMOS,2467665.430541746,1134613.8959025424,AGUASCALIENTES,RINCON DE ROMOS,1965.3
00001083,SAN FRANCISCO DE LOS ROMO (DGE),2471963.764292079,1117836.0535030572,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,1909.1
00001084,SAN GIL,2497720.5232309,1132069.3505662014,AGUASCALIENTES,ASIENTOS,2032.2
00001085,TEPETATILLO,2481377.423924074,1119167.5845765893,AGUASCALIENTES,ASIENTOS,2039.7
00001088,COSIO,2469575.712492402,1149113.8496757182,AGUASCALIENTES,COSIO,2022.7
00001089,PRESA 50 ANIVERSARIO,2452380.429447399,1129973.6361437307,AGUASCALIENTES,SAN JOSE DE GRACIA,2104.3
00001090,JESUS MARIA (DGE),2463974.978990808,1105000.698211491,AGUASCALIENTES,JESUS MARIA,1880.9
00001091,LOS ALISOS,2426201.921195473,1080903.1265735656,AGUASCALIENTES,CALVILLO,2216.0
00001094,EL CHAYOTE,2475823.131478331,1140656.9243395277,AGUASCALIENTES,TEPEZALA,1951.2
00001095,MILPILLAS DE ARRIBA,2443381.905692012,1102066.361601797,AGUASCALIENTES,JESUS MARIA,2163.6
00001096,CALVILLITO,2481227.4864097093,1090983.053529058,AGUASCALIENTES,AGUASCALIENTES,1969.8
00001097,AGUASCALIENTES II,2472755.596051362,1098738.9158615356,AGUASCALIENTES,AGUASCALIENTES,1945.5
00001098,LA POSTA U.A.A.,2462750.3712362903,1106136.0279351824,AGUASCALIENTES,JESUS MARIA,1940.9
00001099,JESUS TERAN (EL MUERTO),2493634.8943627225,1106457.5525984683,AGUASCALIENTES,EL LLANO,2044.0
00001101,LAS PRESAS,2491061.5636033295,1099114.2923600227,AGUASCALIENTES,EL LLANO,2044.6
00001102,PABELLON DE ARTEAGA (DGE),2471350.955086947,1125365.0267036217,AGUASCALIENTES,PABELLON DE ARTEAGA,1929.7
00001103,ALAMITOS CAMPAMENTO,2439865.0275308206,1128795.450684756,AGUASCALIENTES,SAN JOSE DE GRACIA,2603.4
00001104,ABELARDO L. RODRIGUEZ,2455937.8579075555,1099758.8760007704,AGUASCALIENTES,JESUS MARIA,1970.8
00001105,LOS CUARTOS,2464038.57264921,1107662.9368296566,AGUASCALIENTES,JESUS MARIA,1901.3
00001106,LA PRIMAVERA,2451099.4748055185,1104639.9617077578,AGUASCALIENTES,JESUS MARIA,2059.0
00001108,ARROYO HONDO  (CYCNA),2478682.7531633903,1129238.817716013,AGUASCALIENTES,TEPEZALA,1999.0
00002001,AGUA CALIENTE,1129970.9772217504,2295677.8998185457,BAJA CALIFORNIA,ENSENADA,400.0
00002002,BAHIA DE LOS ANGELES,1372670.9841807322,1882890.2552612005,BAJA CALIFORNIA,ENSENADA,4.0
00002003,BATAQUEZ,1265396.5516606797,2332388.1564291897,BAJA CALIFORNIA,MEXICALI,23.0
00002004,IGNACIO ZARAGOZA -BELEN-,1127993.3160251153,2305720.9494262976,BAJA CALIFORNIA,ENSENADA,540.0
00002005,BOQUILLA SANTA ROSA DE LA MISION,1098499.2067246665,2289272.8676318703,BAJA CALIFORNIA,ENSENADA,250.0
00002006,CHAPALA,1302490.04397912,1987017.2277628873,BAJA CALIFORNIA,ENSENADA,660.0
00002007,CERRO PRIETO (CFE),1234207.3154361139,2322593.5873343074,BAJA CALIFORNIA,MEXICALI,10.0
00002008,COLONIA GUERRERO,1159380.4046744688,2137134.2242318094,BAJA CALIFORNIA,ENSENADA,30.0
00002009,COLONIA JUAREZ,1267813.5901621343,2303858.4396411665,BAJA CALIFORNIA,MEXICALI,17.0
00002010,COMPOSTELA,1191465.852224841,2253288.56257397,BAJA CALIFORNIA,ENSENADA,625.0
00002011,DELTA,1252035.0447211897,2311406.5112771858,BAJA CALIFORNIA,MEXICALI,12.0
00002012,EJIDO JOSE MARIA MORELOS,1324137.9603910192,1853155.8263015165,BAJA CALIFORNIA,ENSENADA,20.0
00002013,EJIDO PLAN NACIONAL AGRARIO,1240375.1712503375,2124245.4797974722,BAJA CALIFORNIA,ENSENADA,420.0
00002014,EL ALAMO,1162127.835877467,2234873.5514499513,BAJA CALIFORNIA,ENSENADA,1115.0
00002015,EL ARCO,1383168.4487233465,1818214.5238361422,BAJA CALIFORNIA,ENSENADA,288.0
00002016,EL BARRIL,1436132.540267949,1844471.369198711,BAJA CALIFORNIA,ENSENADA,50.0
00002017,PLANTA DE BOMBEO ROSARITO,1076535.0157854923,2325903.4304570863,BAJA CALIFORNIA,PLAYAS DE ROSARITO,72.0
00002019,EL COMPADRE,1151411.53104593,2319318.7732950673,BAJA CALIFORNIA,TECATE,1110.0
00002020,EL MAYOR,1241321.3192032457,2287120.138183007,BAJA CALIFORNIA,MEXICALI,15.0
00002021,EL PINAL,1146163.7761941424,2302552.407470001,BAJA CALIFORNIA,ENSENADA,1320.0
00002022,EL ROSARIO,1177257.0548224512,2062071.4856884892,BAJA CALIFORNIA,ENSENADA,40.0
00002023,EL SOCORRO,1170703.8672283792,2091821.7960637938,BAJA CALIFORNIA,ENSENADA,26.0
00002024,EL TESTERAZO,1124520.151047174,2317414.917003652,BAJA CALIFORNIA,TECATE,380.0
00002025,ENSENADA (OBS),1112813.8448027994,2269432.086952451,BAJA CALIFORNIA,ENSENADA,21.0
00002026,ISLA GUADALUPE (OBS),918941.1617073836,1973332.7841749287,BAJA CALIFORNIA,INSULAR BAJA CALIFORNIA,580.0
00002027,ISLA CEDROS,1210403.2477837948,1844856.3382337792,BAJA CALIFORNIA,INSULAR BAJA CALIFORNIA,3.0
00002029,LA PROVIDENCIA,1145576.4741365348,2166638.199704717,BAJA CALIFORNIA,ENSENADA,40.0
00002030,LA PUERTA,1113773.687722488,2346290.780383429,BAJA CALIFORNIA,TECATE,480.0
00002031,LA RUMOROSA,1173311.026548477,2340838.6587328482,BAJA CALIFORNIA,TECATE,1232.0
00002032,LAS ESCOBAS,1162254.596523933,2121532.4400938367,BAJA CALIFORNIA,ENSENADA,30.0
00002033,MEXICALI (DGE),1228998.6733340877,2348355.7206184613,BAJA CALIFORNIA,MEXICALI,3.0
00002034,MEXICALI (SMN),1227916.150533297,2335740.765073221,BAJA CALIFORNIA,MEXICALI,3.0
00002035,OJOS NEGROS,1145699.148613225,2272148.9729112205,BAJA CALIFORNIA,ENSENADA,680.0
00002036,OLIVARES MEXICANOS,1107896.1749917658,2291387.631416055,BAJA CALIFORNIA,ENSENADA,340.0
00002037,PRESA MORELOS,1299056.1555432547,2347768.244218305,BAJA CALIFORNIA,MEXICALI,40.0
00002038,PRESA RODRIGUEZ,1091059.0458661844,2337757.802294163,BAJA CALIFORNIA,TIJUANA,120.0
00002039,PUNTA PRIETA,1320468.5848392823,1948808.4413361917,BAJA CALIFORNIA,ENSENADA,325.0
00002040,RANCHO ALEGRE,1349885.969431876,1843093.6017044266,BAJA CALIFORNIA,ENSENADA,120.0
00002041,NUEVO ROSARITO,1328074.6733216385,1889956.3912403537,BAJA CALIFORNIA,ENSENADA,20.0
00002042,ROSARITO,1080336.481631803,2321014.552301461,BAJA CALIFORNIA,PLAYAS DE ROSARITO,150.0
00002043,SAN AGUSTIN,1248736.391513024,2041811.4753629006,BAJA CALIFORNIA,ENSENADA,552.0
00002044,SAN BORJA,1354745.507177943,1898939.3190374942,BAJA CALIFORNIA,ENSENADA,445.0
00002045,SAN CARLOS,1125461.7654807407,2260023.4007880664,BAJA CALIFORNIA,ENSENADA,164.0
00002046,SAN FELIPE,1272229.1158184018,2161263.2617896753,BAJA CALIFORNIA,MEXICALI,10.0
00002047,SAN FERNANDO,1223571.620858901,2049222.9781851156,BAJA CALIFORNIA,ENSENADA,10.0
00002048,SAN JOSE,1201293.3061675648,2172190.2762696184,BAJA CALIFORNIA,ENSENADA,40.0
00002049,SAN JUAN DE DIOS NORTE,1157564.3606938173,2295718.387778891,BAJA CALIFORNIA,ENSENADA,1280.0
00002050,SAN JUAN DE DIOS SUR,1234830.94511589,2070598.898797014,BAJA CALIFORNIA,ENSENADA,600.0
00002051,SAN LUIS BAJA CALIFORNIA,1271320.3682139618,2016366.5748791706,BAJA CALIFORNIA,ENSENADA,480.0
00002052,SAN LUIS GONZAGA,1283870.1809695123,2054916.0660619433,BAJA CALIFORNIA,ENSENADA,1.0
00002053,SAN MIGUEL,1334144.271938715,1883772.2733339723,BAJA CALIFORNIA,ENSENADA,440.0
00002054,SAN RAFAEL,1162807.7706258097,2172175.4171754597,BAJA CALIFORNIA,ENSENADA,100.0
00002055,SAN TELMO,1150777.3345821132,2164044.419431114,BAJA CALIFORNIA,ENSENADA,60.0
00002056,SAN VICENTE,1140866.7936234998,2207419.2506948677,BAJA CALIFORNIA,ENSENADA,110.0
00002057,SANTA CATARINA NORTE,1184691.2698385925,2239824.5907221814,BAJA CALIFORNIA,ENSENADA,1150.0
00002058,SANTA CATARINA SUR,1230833.2135931463,2019436.2698353217,BAJA CALIFORNIA,ENSENADA,317.0
00002059,SANTA CLARA,1229771.4814632374,2171066.565552586,BAJA CALIFORNIA,MEXICALI,410.0
00002060,SANTA CRUZ,1195072.4739775467,2151773.854260142,BAJA CALIFORNIA,ENSENADA,980.0
00002061,SANTA GERTRUDIS,1413366.7037523321,1820986.6961503734,BAJA CALIFORNIA,ENSENADA,400.0
00002062,SANTA ISABEL,1187616.4835821625,2263489.1176238125,BAJA CALIFORNIA,ENSENADA,1540.0
00002063,SANTA MARIA DEL MAR,1165076.0547486716,2101416.6407621303,BAJA CALIFORNIA,ENSENADA,28.0
00002064,SANTO DOMINGO,1131976.0461810874,2242349.8300289665,BAJA CALIFORNIA,ENSENADA,250.0
00002065,SANTO TOMAS,1130982.3130108814,2260212.660093586,BAJA CALIFORNIA,ENSENADA,180.0
00002066,LAGUNA HANSON A. SIERRA DE JUAREZ,1176636.934666897,2279397.8896019883,BAJA CALIFORNIA,ENSENADA,1580.0
00002067,TEPIC,1189187.409181894,2183590.424007716,BAJA CALIFORNIA,ENSENADA,30.0
00002068,TIJUANA,1079363.8883103048,2347747.8055123603,BAJA CALIFORNIA,TIJUANA,20.0
00002069,VALLE DE LAS PALMAS,1114123.0393201355,2326767.114821021,BAJA CALIFORNIA,TECATE,280.0
00002070,VALLE REDONDO,1106154.67472606,2344143.652007796,BAJA CALIFORNIA,TIJUANA,242.0
00002071,COLONIA VALLE DE LA TRINIDAD,1193585.05769366,2205249.6342622624,BAJA CALIFORNIA,ENSENADA,740.0
00002072,PRESA EMILIO LOPEZ ZAMORA,1208710.2056821021,2264235.573889543,BAJA CALIFORNIA,ENSENADA,43.0
00002073,TIJUANA (CFE),1076295.9047716148,2347977.521728076,BAJA CALIFORNIA,TIJUANA,25.0
00002075,SANTA GERTRUDIS MISION,1383035.1165631178,1820658.9618168941,BAJA CALIFORNIA,ENSENADA,413.0
00002076,LAS PALOMAS,1415296.574793005,1836733.9819039877,BAJA CALIFORNIA,ENSENADA,480.0
00002077,LA MISION,1096193.2467681088,2298513.1888768277,BAJA CALIFORNIA,ENSENADA,20.0
00002078,RANCHO P. P. CUCHUMA,1115679.4435432863,2348902.254655358,BAJA CALIFORNIA,TECATE,560.0
00002079,EL ALAMAR,1150616.8482545437,2263132.7918623835,BAJA CALIFORNIA,ENSENADA,710.0
00002084,EL PROGRESO,1227498.048361455,2047095.9922442122,BAJA CALIFORNIA,ENSENADA,517.0
00002085,SAN REGIS,1353278.5882205318,1883729.5458790127,BAJA CALIFORNIA,ENSENADA,495.0
00002086,EJIDO JACUME,1160096.9025116567,2346851.786928641,BAJA CALIFORNIA,TECATE,860.0
00002087,EJIDO DOCTOR OVIEDO MOTA,1252625.201363327,2297435.337766091,BAJA CALIFORNIA,MEXICALI,8.0
00002088,EJIDO HEROES DE LA INDEPENDENCIA,1173407.9430636598,2235665.754075472,BAJA CALIFORNIA,ENSENADA,1000.0
00002089,EJIDO EMILIO LOPEZ ZAMORA,1145951.0116067515,2181752.5975019042,BAJA CALIFORNIA,ENSENADA,180.0
00002090,EJIDO ERENDIRA,1126523.719456587,2202734.8398907394,BAJA CALIFORNIA,ENSENADA,20.0
00002091,EJIDO IGNACIO  LOPEZ RAYON,1138824.7264730034,2202993.21602679,BAJA CALIFORNIA,ENSENADA,170.0
00002092,EJIDO SAN MATIAS,1207857.432535717,2201156.7718515065,BAJA CALIFORNIA,ENSENADA,968.0
00002093,EJIDO VALLE DE LA TRINIDAD,1199265.5441484372,2316719.498074696,BAJA CALIFORNIA,MEXICALI,780.0
00002094,EL FARITO,1108485.338641976,2283946.790759004,BAJA CALIFORNIA,ENSENADA,250.0
00002095,LA BOCANA DE SANTO TOMAS,1244844.0760093618,2034274.5032786464,BAJA CALIFORNIA,ENSENADA,167.0
00002096,LA CALENTURA,1160273.5134188854,2198912.819612486,BAJA CALIFORNIA,ENSENADA,210.0
00002097,LAGUNA SALADA,1203360.8996435816,2301501.6528233257,BAJA CALIFORNIA,MEXICALI,25.0
00002099,RANCHO LOS ALGODONES,1237312.5696166959,2136959.593414326,BAJA CALIFORNIA,ENSENADA,460.0
00002100,EJIDO LEANDRO VALLE,1185951.021418928,2196012.2552782902,BAJA CALIFORNIA,ENSENADA,100.0
00002101,EL CENTINELA,1202261.9067476008,2341017.8130386397,BAJA CALIFORNIA,MEXICALI,50.0
00002102,LA VENTANA,1255571.00906664,2208832.4046135815,BAJA CALIFORNIA,MEXICALI,16.0
00002104,El CIPRES,1113732.4999190313,2261775.5600989135,BAJA CALIFORNIA,ENSENADA,8.0
00002105,SAN PEDRO MARTIR (PARQUE NACIONAL),1200423.8430310446,2161348.710523539,BAJA CALIFORNIA,ENSENADA,2500.0
00002106,MANEADERO,1114108.6257309383,2251127.003638787,BAJA CALIFORNIA,ENSENADA,50.0
00002107,PERCEBU,1276177.581893876,2145061.407108671,BAJA CALIFORNIA,ENSENADA,4.0
00002108,PUNTA BANDA,1105471.891652285,2254063.8757149223,BAJA CALIFORNIA,ENSENADA,15.0
00002109,SANTA ROSALITA,1307015.8010270423,1895474.3460249736,BAJA CALIFORNIA,ENSENADA,8.0
00002110,GUAYAQUIL,1236527.2921621192,2046235.2196487745,BAJA CALIFORNIA,ENSENADA,530.0
00002111,EJIDO NUEVO BAJA CALIFORNIA,1162195.4450361629,2114592.738163376,BAJA CALIFORNIA,ENSENADA,17.0
00002114,EJIDO CARMEN SERDAN,1119206.714664524,2312035.604589012,BAJA CALIFORNIA,TECATE,560.0
00002118,VALLE DE SAN RAFAEL,1148670.3468283531,2272661.980100623,BAJA CALIFORNIA,ENSENADA,721.0
00002119,CANCIO,1118488.8692756463,2319525.510282461,BAJA CALIFORNIA,TIJUANA,450.0
00002120,EJIDO MEXICO,1142001.0170427626,2178573.549977164,BAJA CALIFORNIA,ENSENADA,75.0
00002121,EL HONGO,1148816.2592472017,2339650.960955367,BAJA CALIFORNIA,TECATE,960.0
00002122,REAL DEL CASTILLO VIEJO,1100635.1602370255,2281173.811787512,BAJA CALIFORNIA,ENSENADA,610.0
00002124,EL CARRIZO II,1112642.0678944387,2340419.2277593063,BAJA CALIFORNIA,TECATE,300.0
00002131,EJIDO RUBEN JARAMILLO,1147865.7877296128,2161383.125991953,BAJA CALIFORNIA,ENSENADA,60.0
00002132,EJIDO ZARAHEMILA,1156891.064671634,2134431.07991225,BAJA CALIFORNIA,ENSENADA,8.0
00002134,EJIDO CUERNAVACA,1243211.743571585,2335617.808082675,BAJA CALIFORNIA,MEXICALI,8.0
00002136,AGUA HECHICERA,1119184.6384064574,2344956.4664073717,BAJA CALIFORNIA,TECATE,1165.0
00002137,COLONIA MARIANA,1238503.5524669844,2302074.2893091165,BAJA CALIFORNIA,MEXICALI,9.0
00002138,COLONIA SIETE,1232940.1090260448,2333024.955172838,BAJA CALIFORNIA,MEXICALI,7.0
00002139,COLONIA RODRIGUEZ,1267141.403318425,2317370.7983726826,BAJA CALIFORNIA,MEXICALI,17.0
00002140,COLONIA ZARAGOZA,1222480.975665941,2343017.0937775895,BAJA CALIFORNIA,MEXICALI,8.0
00002141,COMPUERTA BENASSINI,1261640.5751474672,2334881.7471274165,BAJA CALIFORNIA,MEXICALI,20.0
00002142,EJIDO GUADALAJARA,1283289.7979138556,2330391.259036804,BAJA CALIFORNIA,MEXICALI,8.0
00002143,EJIDO PLAN LIBERTADOR,1081827.5932553087,2333453.7674743556,BAJA CALIFORNIA,PLAYAS DE ROSARITO,200.0
00002144,ENSENADA BLANCA,1340946.622736818,1864024.1193908204,BAJA CALIFORNIA,ENSENADA,10.0
00002145,RANCHO WILLIAMS,1284136.2654009475,2338913.86833606,BAJA CALIFORNIA,MEXICALI,29.0
00002146,COLONIA SAN PEDRO MARTIR,1237143.3080169037,2165574.029067902,BAJA CALIFORNIA,ENSENADA,416.0
00002148,SAN FELIPE (OBS),1271848.1943839672,2161483.5722031724,BAJA CALIFORNIA,MEXICALI,15.0
00002149,PUERTECITOS,1268254.9134369767,2087943.9351895817,BAJA CALIFORNIA,ENSENADA,20.0
00002150,PUNTA FINAL,1310067.464267312,2014122.2064299616,BAJA CALIFORNIA,ENSENADA,3.0
00002151,AGUA DE CHALE,1276520.9502095603,2117410.895877438,BAJA CALIFORNIA,ENSENADA,5.0
00002152,EJIDO JOSE MARIA PINO SUAREZ,1169348.3051694059,2321499.2549649174,BAJA CALIFORNIA,TECATE,1380.0
00002153,EJIDO URUAPAN,1124408.822577589,2241464.6566621843,BAJA CALIFORNIA,ENSENADA,195.0
00002154,COLONIA ZACATECAS,1261304.7050373433,2277750.075694988,BAJA CALIFORNIA,MEXICALI,12.0
00002156,EL FLORIDO,1099511.8649543542,2339716.427403884,BAJA CALIFORNIA,ENSENADA,250.0
00002160,EJIDO JAMAU,1192427.6770025077,2221796.6617412632,BAJA CALIFORNIA,ENSENADA,980.0
00002162,CAMALAJUE,1323380.2224299975,2006954.8667840993,BAJA CALIFORNIA,ENSENADA,20.0
00002163,EJIDO NUEVO LEON (OBS),1252385.364443008,2318069.8160169045,BAJA CALIFORNIA,MEXICALI,11.4
00002164,EJIDO EL PORVENIR,1186832.5506241901,2289923.744514753,BAJA CALIFORNIA,ENSENADA,330.0
00002165,MESA DE SAN JACINTO,1147808.6078152233,2157012.5377021004,BAJA CALIFORNIA,ENSENADA,53.0
00002166,SAN PEDRO MARTIR (OBS. ASTRON.),1212921.8418351412,2168576.7857651706,BAJA CALIFORNIA,ENSENADA,2950.0
00002167,RANCHO MELING,1184860.5590255968,2163301.4039413347,BAJA CALIFORNIA,ENSENADA,645.0
00003001,AEROPUERTO VIEJO,1663142.228566918,1370118.499260867,BAJA CALIFORNIA SUR,LA PAZ,20.0
00003002,BAHIA TORTUGAS,1233090.1340650397,1793272.3221118012,BAJA CALIFORNIA SUR,MULEGE,15.0
00003003,BOCA DEL SALADO,1743568.4864138812,1270679.8556630008,BAJA CALIFORNIA SUR,LOS CABOS,20.0
00003004,BUENAVISTA DE LORETO,1516103.850399036,1486590.581302226,BAJA CALIFORNIA SUR,COMONDU,30.0
00003005,CABO SAN LUCAS,1692866.1898034103,1228539.110771373,BAJA CALIFORNIA SUR,LOS CABOS,15.0
00003006,CADEGE,1456262.3732710658,1629598.1682323858,BAJA CALIFORNIA SUR,COMONDU,80.0
00003007,CADUAÑO,1692073.0247133255,1278224.389304788,BAJA CALIFORNIA SUR,LOS CABOS,200.0
00003008,COMONDU,1522011.0553170503,1589787.0717185978,BAJA CALIFORNIA SUR,COMONDU,300.0
00003009,EL AGUAJITO,1582821.709284769,1451039.6063413483,BAJA CALIFORNIA SUR,LA PAZ,200.0
00003010,EL ALAMO,1420643.8822340844,1712384.1671129083,BAJA CALIFORNIA SUR,MULEGE,81.0
00003011,EL CAJONCITO,1670965.1762352374,1369208.5307561492,BAJA CALIFORNIA SUR,LA PAZ,200.0
00003012,EL PASO DE IRITU,1580120.239956798,1444678.9532601996,BAJA CALIFORNIA SUR,LA PAZ,140.0
00003013,EL PILAR,1592870.4957323226,1409645.6695079708,BAJA CALIFORNIA SUR,LA PAZ,120.0
00003014,EL MOLINO,1516999.5662180646,1455538.768680245,BAJA CALIFORNIA SUR,COMONDU,20.0
00003015,EL ROSARIO,1623662.19869362,1340573.5579003834,BAJA CALIFORNIA SUR,LA PAZ,45.0
00003016,EL ROSARITO,1468675.6479174388,1671625.8671095553,BAJA CALIFORNIA SUR,MULEGE,640.0
00003017,EL TABLON,1385416.0120495441,1788990.7398445986,BAJA CALIFORNIA SUR,MULEGE,90.0
00003018,EL TRIUNFO,1678554.1928189336,1330863.7469571657,BAJA CALIFORNIA SUR,LA PAZ,500.0
00003019,GUADALUPE,1470956.255836831,1688952.3340833136,BAJA CALIFORNIA SUR,MULEGE,720.0
00003020,IRAKY,1573550.1632682667,1450498.544341935,BAJA CALIFORNIA SUR,LA PAZ,140.0
00003021,LA AGUJA,1601463.195927255,1355421.3319686144,BAJA CALIFORNIA SUR,LA PAZ,27.0
00003022,LA ANGOSTURA,1584825.5808976875,1474591.9271561443,BAJA CALIFORNIA SUR,COMONDU,280.0
00003023,LAGUNILLAS,1655058.7895057108,1356426.7947616933,BAJA CALIFORNIA SUR,LA PAZ,40.0
00003024,LA MAQUINA,1581618.2341720145,1520448.516419754,BAJA CALIFORNIA SUR,LORETO,340.0
00003025,LA PALMA,1457296.1566077694,1761315.1711246592,BAJA CALIFORNIA SUR,MULEGE,100.0
00003026,LA PAZ (OBS),1659565.5342912516,1366647.4842448467,BAJA CALIFORNIA SUR,LA PAZ,10.0
00003027,LA POZA GRANDE,1498600.7302208298,1558555.2619009276,BAJA CALIFORNIA SUR,COMONDU,25.0
00003028,LA POZA HONDA,1547332.868478334,1511793.7371866393,BAJA CALIFORNIA SUR,COMONDU,20.0
