order,Ocean,Record identifier,Datetime,Cyclone name,Y,X,Max sustained wind speed (kt),Min pressure (millibars)
34794,Atlantic,AL011979,11/06/1979 12:00,            UNNAMED,4713327.898169779,762965.6517119405,20,-999
34795,Atlantic,AL011979,11/06/1979 18:00,            UNNAMED,4739978.420640782,800466.0133082572,25,-999
34796,Atlantic,AL011979,12/06/1979 00:00,            UNNAMED,4796193.001527663,853699.5612342127,25,-999
34797,Atlantic,AL011979,12/06/1979 06:00,            UNNAMED,4822453.20310488,891305.5306425836,25,-999
34798,Atlantic,AL011979,12/06/1979 12:00,            UNNAMED,4843414.097349207,961673.7882368898,25,-999
34799,Atlantic,AL011979,12/06/1979 18:00,            UNNAMED,4855502.498353278,1019470.9929634673,30,-999
34800,Atlantic,AL011979,13/06/1979 00:00,            UNNAMED,4867439.074642744,1077242.9348537845,30,-999
34801,Atlantic,AL011979,13/06/1979 06:00,            UNNAMED,4868967.1039204765,1133338.0634080183,30,-999
34802,Atlantic,AL011979,13/06/1979 12:00,            UNNAMED,4870421.575539779,1189406.4039633502,25,-999
34803,Atlantic,AL011979,13/06/1979 18:00,            UNNAMED,4856344.463820864,1276432.2933997442,25,-999
34804,Atlantic,AL011979,14/06/1979 00:00,            UNNAMED,4836995.315667961,1396050.3557882458,25,-999
34805,Atlantic,AL011979,14/06/1979 06:00,            UNNAMED,4822924.545609601,1483037.0405453555,25,-999
34806,Atlantic,AL011979,14/06/1979 12:00,            UNNAMED,4808851.797547364,1570035.9534889034,30,-999
34807,Atlantic,AL011979,14/06/1979 18:00,            UNNAMED,4798294.267907163,1635303.4902915738,30,-999
34808,Atlantic,AL011979,15/06/1979 00:00,            UNNAMED,4784211.361162381,1722365.2050656138,30,-999
34809,Atlantic,AL011979,15/06/1979 06:00,            UNNAMED,4762087.512738617,1797011.9737078638,30,-999
34810,Atlantic,AL011979,15/06/1979 12:00,            UNNAMED,4722306.689126275,1857723.3314712262,30,-999
34811,Atlantic,AL011979,15/06/1979 18:00,            UNNAMED,4677646.309096147,1951352.0202915801,30,-999
34812,Atlantic,AL011979,16/06/1979 00:00,            UNNAMED,4636185.426223358,2090520.964584283,30,-999
34813,Atlantic,AL011979,16/06/1979 06:00,            UNNAMED,4602853.946475917,2242592.0720950854,30,-999
34814,Atlantic,AL011979,16/06/1979 12:00,            UNNAMED,4582440.193403595,2374625.3213812057,30,-999
34815,Atlantic,AL011979,16/06/1979 18:00,            UNNAMED,4539966.730954313,2526378.6465833755,-99,-999
34828,Atlantic,AL021979,22/06/1979 06:00,                ANA,7438011.252657712,1048324.4125925263,40,1005
34829,Atlantic,AL021979,22/06/1979 12:00,                ANA,7324390.605013884,1010886.3670747157,50,1006
34830,Atlantic,AL021979,22/06/1979 18:00,                ANA,7182717.752810964,953864.6231315255,40,1008
34831,Atlantic,AL021979,23/06/1979 00:00,                ANA,7026735.833197238,905704.148945181,35,1010
34832,Atlantic,AL021979,23/06/1979 06:00,                ANA,6873381.2257299265,848471.5919348312,30,1012
34833,Atlantic,AL021979,23/06/1979 12:00,                ANA,6716313.957411782,803552.1198648749,25,1012
34834,Atlantic,AL021979,23/06/1979 18:00,                ANA,6537747.765226364,754632.4642064518,25,1012
34835,Atlantic,AL021979,24/06/1979 00:00,                ANA,6358614.269779369,707832.8006362978,25,1012
34837,Atlantic,AL031979,08/07/1979 12:00,            UNNAMED,5799379.969238641,1302396.6645162834,20,-999
34838,Atlantic,AL031979,08/07/1979 18:00,            UNNAMED,5754454.422117561,1360064.5732684764,25,-999
34839,Atlantic,AL031979,09/07/1979 00:00,            UNNAMED,5684914.226385342,1434885.9556603103,25,-999
34840,Atlantic,AL031979,09/07/1979 06:00,            UNNAMED,5642991.692041131,1482064.4711367984,25,-999
34841,Atlantic,AL031979,09/07/1979 12:00,            UNNAMED,5616545.670151056,1555210.1821883523,25,-999
34842,Atlantic,AL031979,09/07/1979 18:00,            UNNAMED,5615206.745057918,1656396.7320842012,25,-999
34843,Atlantic,AL031979,10/07/1979 00:00,            UNNAMED,5596304.320121406,1742481.4324393927,25,-999
34844,Atlantic,AL031979,10/07/1979 06:00,            UNNAMED,5599314.824903958,1822140.7165336944,25,-999
34845,Atlantic,AL031979,10/07/1979 12:00,            UNNAMED,5621539.845951442,1906157.2948635113,25,-999
34846,Atlantic,AL031979,10/07/1979 18:00,            UNNAMED,5628779.192599116,2009582.094671685,25,-999
34847,Atlantic,AL031979,11/07/1979 00:00,            UNNAMED,5621093.752124699,2132456.582552865,25,-999
34848,Atlantic,AL031979,11/07/1979 06:00,            UNNAMED,5613025.323572789,2255485.146342815,25,-999
34849,Atlantic,AL031979,11/07/1979 12:00,            UNNAMED,5637754.281909548,2363613.330604348,25,-999
34850,Atlantic,AL031979,11/07/1979 18:00,            UNNAMED,5699386.97296208,2561040.807805263,25,-999
34851,Atlantic,AL031979,12/07/1979 00:00,            UNNAMED,5766101.684113227,2726789.864714551,25,-999
34852,Atlantic,AL031979,12/07/1979 06:00,            UNNAMED,5874900.935196933,2870091.1981796967,25,-999
34859,Atlantic,AL041979,09/07/1979 12:00,                BOB,3116239.6987620853,1122010.7189757174,20,1012
34860,Atlantic,AL041979,09/07/1979 18:00,                BOB,3185512.602867407,1180213.0067815946,25,1010
34861,Atlantic,AL041979,10/07/1979 00:00,                BOB,3254232.3771482613,1238734.2236008984,30,1007
34862,Atlantic,AL041979,10/07/1979 06:00,                BOB,3332539.408895354,1298151.5135246906,35,1004
34863,Atlantic,AL041979,10/07/1979 12:00,                BOB,3410206.948242771,1357989.4051121445,50,998
34864,Atlantic,AL041979,10/07/1979 18:00,                BOB,3473450.638048267,1472531.1385398817,55,996
34865,Atlantic,AL041979,11/07/1979 00:00,                BOB,3533995.2704984727,1609407.1407484277,65,988
34866,Atlantic,AL041979,11/07/1979 06:00,                BOB,3570200.6044982867,1789235.982562311,65,991
34867,Atlantic,AL041979,11/07/1979 12:00,                BOB,3607771.162117486,1936421.5210652647,65,986
34868,Atlantic,AL041979,11/07/1979 18:00,                BOB,3629225.1538554104,2149708.839826195,40,992
34869,Atlantic,AL041979,12/07/1979 00:00,                BOB,3643780.6242502606,2318667.9069192214,30,998
34870,Atlantic,AL041979,12/07/1979 06:00,                BOB,3648256.942686396,2487574.034144966,25,1002
34885,Atlantic,AL041979,16/07/1979 00:00,                BOB,4870915.275773838,2649636.6518285377,20,1013
34886,Atlantic,AL041979,16/07/1979 06:00,                BOB,4945468.312628161,2606235.034278091,20,1013
34887,Atlantic,AL041979,16/07/1979 12:00,                BOB,5029742.904509411,2565100.662099314,20,1014
34889,Atlantic,AL051979,10/07/1979 12:00,            UNNAMED,4635516.536007572,2157752.147972309,20,-999
34890,Atlantic,AL051979,10/07/1979 18:00,            UNNAMED,4744986.412579546,2265328.9317168957,20,-999
34891,Atlantic,AL051979,11/07/1979 00:00,            UNNAMED,4863968.174506964,2364602.3103848365,25,-999
34892,Atlantic,AL051979,11/07/1979 06:00,            UNNAMED,4966579.244095784,2439652.19892511,25,-999
34893,Atlantic,AL051979,11/07/1979 12:00,            UNNAMED,5121662.019256982,2537368.1992707145,30,-999
34894,Atlantic,AL051979,11/07/1979 18:00,            UNNAMED,5251424.305468153,2563593.2885453124,30,-999
34895,Atlantic,AL051979,12/07/1979 00:00,            UNNAMED,5394923.94222316,2571273.271811678,30,-999
34896,Atlantic,AL051979,12/07/1979 06:00,            UNNAMED,5513279.253467837,2563310.8404544867,30,-999
34897,Atlantic,AL051979,12/07/1979 12:00,            UNNAMED,5626847.884323753,2578132.0904173693,30,-999
34898,Atlantic,AL051979,12/07/1979 18:00,            UNNAMED,5832682.678105773,2616843.493546735,30,-999
34899,Atlantic,AL051979,13/07/1979 00:00,            UNNAMED,6028870.151777703,2656289.9858091823,30,-999
34900,Atlantic,AL051979,13/07/1979 06:00,            UNNAMED,6218538.7275859285,2720097.367266698,30,-999
34901,Atlantic,AL051979,13/07/1979 12:00,            UNNAMED,6388883.3191611245,2781196.560215712,25,-999
34902,Atlantic,AL051979,13/07/1979 18:00,            UNNAMED,6574358.940986976,2919763.4179945556,20,-999
34909,Atlantic,AL061979,16/07/1979 18:00,          CLAUDETTE,7387497.5788492635,1301039.414030589,30,1011
34910,Atlantic,AL061979,17/07/1979 00:00,          CLAUDETTE,7197751.84494299,1296860.3280132047,30,1011
34911,Atlantic,AL061979,17/07/1979 06:00,          CLAUDETTE,7018754.151121075,1298227.126915548,30,1011
34912,Atlantic,AL061979,17/07/1979 12:00,          CLAUDETTE,6856866.802648383,1283563.5443677255,35,1011
34913,Atlantic,AL061979,17/07/1979 18:00,          CLAUDETTE,6667717.060228505,1251300.3800653375,40,1010
34914,Atlantic,AL061979,18/07/1979 00:00,          CLAUDETTE,6488640.866950215,1224259.1441753907,35,1010
34915,Atlantic,AL061979,18/07/1979 06:00,          CLAUDETTE,6322511.535789235,1191368.52902352,30,1011
34916,Atlantic,AL061979,18/07/1979 12:00,          CLAUDETTE,6156145.509442767,1160362.1754903202,30,1011
34917,Atlantic,AL061979,18/07/1979 18:00,          CLAUDETTE,5999821.496915726,1133677.9879875968,25,1012
34918,Atlantic,AL061979,19/07/1979 00:00,          CLAUDETTE,5892207.151459714,1131165.8091883024,20,1012
34919,Atlantic,AL061979,19/07/1979 06:00,          CLAUDETTE,5787135.902489291,1118652.5298904646,20,1012
34920,Atlantic,AL061979,19/07/1979 12:00,          CLAUDETTE,5694668.691310419,1098314.8437038863,20,1012
34921,Atlantic,AL061979,19/07/1979 18:00,          CLAUDETTE,5587253.377334351,1098018.5966349442,20,1012
34922,Atlantic,AL061979,20/07/1979 00:00,          CLAUDETTE,5494660.61858513,1078935.6303910855,20,1013
34923,Atlantic,AL061979,20/07/1979 06:00,          CLAUDETTE,5346216.133720463,1072091.4706826669,20,1013
34924,Atlantic,AL061979,20/07/1979 12:00,          CLAUDETTE,5134145.080748035,1066439.6493124827,20,1013
34925,Atlantic,AL061979,20/07/1979 18:00,          CLAUDETTE,4918904.001471522,1085586.198009833,20,1013
34926,Atlantic,AL061979,21/07/1979 00:00,          CLAUDETTE,4733879.312742282,1123370.4677814813,20,1013
34927,Atlantic,AL061979,21/07/1979 06:00,          CLAUDETTE,4536826.370297972,1183832.8065460124,25,1013
34928,Atlantic,AL061979,21/07/1979 12:00,          CLAUDETTE,4393943.297088124,1242456.6343913933,30,1012
34929,Atlantic,AL061979,21/07/1979 18:00,          CLAUDETTE,4232013.746681605,1300013.703036271,30,1010
34930,Atlantic,AL061979,22/07/1979 00:00,          CLAUDETTE,4071496.8843889926,1359346.991352031,30,1007
34931,Atlantic,AL061979,22/07/1979 06:00,          CLAUDETTE,3974976.8463557744,1404561.6028140408,30,1007
34932,Atlantic,AL061979,22/07/1979 12:00,          CLAUDETTE,3859012.9763812763,1448513.2483503737,30,1007
34933,Atlantic,AL061979,22/07/1979 18:00,          CLAUDETTE,3753814.778440639,1494273.4379794206,30,1006
34934,Atlantic,AL061979,23/07/1979 00:00,          CLAUDETTE,3650202.7147480072,1529825.7057374879,30,1005
34935,Atlantic,AL061979,23/07/1979 06:00,          CLAUDETTE,3556287.132788472,1577866.0540898803,30,1004
34936,Atlantic,AL061979,23/07/1979 12:00,          CLAUDETTE,3453105.222938124,1625874.8446515636,35,1003
34937,Atlantic,AL061979,23/07/1979 18:00,          CLAUDETTE,3400034.0585288713,1677705.8954761701,35,1003
34938,Atlantic,AL061979,24/07/1979 00:00,          CLAUDETTE,3346671.985471488,1740792.3827796646,35,1003
34939,Atlantic,AL061979,24/07/1979 06:00,          CLAUDETTE,3331600.7584888125,1828478.7997869838,40,1003
34940,Atlantic,AL061979,24/07/1979 12:00,          CLAUDETTE,3308855.8123756237,1882564.9885426217,45,1002
34941,Atlantic,AL061979,24/07/1979 18:00,          CLAUDETTE,3284383.678729643,1969933.3072076242,45,1000
34942,Atlantic,AL061979,25/07/1979 00:00,          CLAUDETTE,3279999.732481649,2047473.4201050778,40,997
34943,Atlantic,AL061979,25/07/1979 06:00,          CLAUDETTE,3241519.206597396,2045351.6452009229,35,998
34944,Atlantic,AL061979,25/07/1979 12:00,          CLAUDETTE,3192295.8573158137,2065034.1632008925,30,1000
34945,Atlantic,AL061979,25/07/1979 18:00,          CLAUDETTE,3153864.6497432413,2063156.92755993,30,1001
34946,Atlantic,AL061979,26/07/1979 00:00,          CLAUDETTE,3145811.769843686,2029426.8272569873,30,1001
34947,Atlantic,AL061979,26/07/1979 06:00,          CLAUDETTE,3162938.6492054416,2074713.0907400085,30,1002
34948,Atlantic,AL061979,26/07/1979 12:00,          CLAUDETTE,3133113.522728836,2095560.404064533,25,1003
34949,Atlantic,AL061979,26/07/1979 18:00,          CLAUDETTE,3044619.0984828654,2147430.739609711,25,1004
34950,Atlantic,AL061979,27/07/1979 00:00,          CLAUDETTE,3013872.5743440785,2201970.754569336,20,1004
34951,Atlantic,AL061979,27/07/1979 06:00,          CLAUDETTE,3028974.700717936,2303060.954662698,20,1006
34952,Atlantic,AL061979,27/07/1979 12:00,          CLAUDETTE,3069987.5518801524,2450428.5549279703,15,1007
34978,Atlantic,AL081979,31/07/1979 18:00,            UNNAMED,7268132.909765902,1389710.4644579722,25,-999
34979,Atlantic,AL081979,01/08/1979 00:00,            UNNAMED,7012664.542626787,1389004.8376287827,25,-999
34980,Atlantic,AL081979,01/08/1979 06:00,            UNNAMED,6776075.0069593005,1443954.37420268,25,-999
34981,Atlantic,AL081979,01/08/1979 12:00,            UNNAMED,6565906.179925485,1532220.8815582446,30,-999
34982,Atlantic,AL081979,01/08/1979 18:00,            UNNAMED,6410946.28087466,1626210.3278309787,30,-999
34983,Atlantic,AL081979,02/08/1979 00:00,            UNNAMED,6250839.143281123,1708461.8140405463,30,-999
34984,Atlantic,AL081979,02/08/1979 06:00,            UNNAMED,6142979.2668899875,1839570.9492535589,30,-999
34985,Atlantic,AL081979,02/08/1979 12:00,            UNNAMED,5995071.133885975,1972358.2570893387,30,-999
34986,Atlantic,AL081979,02/08/1979 18:00,            UNNAMED,5927045.017098523,2080436.6171757535,30,-999
34987,Atlantic,AL081979,03/08/1979 00:00,            UNNAMED,5852723.163093505,2175864.9772182936,30,-999
34988,Atlantic,AL081979,03/08/1979 06:00,            UNNAMED,5776468.208844919,2282571.532362961,30,-999
34989,Atlantic,AL081979,03/08/1979 12:00,            UNNAMED,5738450.237794895,2398866.534983984,30,-999
34990,Atlantic,AL081979,03/08/1979 18:00,            UNNAMED,5654589.1666228995,2584701.738373117,30,-999
34991,Atlantic,AL081979,04/08/1979 00:00,            UNNAMED,5615784.667526303,2747798.426806716,30,-999
35015,Atlantic,AL091979,28/08/1979 12:00,              DAVID,7497935.963724748,903474.8007277338,130,938
35016,Atlantic,AL091979,28/08/1979 18:00,              DAVID,7358918.580305601,904729.5573384818,125,941
35017,Atlantic,AL091979,29/08/1979 00:00,              DAVID,7227330.6462394735,921149.1602350418,120,944
35018,Atlantic,AL091979,29/08/1979 06:00,              DAVID,7085910.968189216,935428.8764692927,120,942
35019,Atlantic,AL091979,29/08/1979 12:00,              DAVID,6952275.32424177,964722.7249523392,125,938
35020,Atlantic,AL091979,29/08/1979 18:00,              DAVID,6801767.262508022,978403.1941384819,125,933
35021,Atlantic,AL091979,30/08/1979 00:00,              DAVID,6668241.237688662,975032.1639140032,130,929
35022,Atlantic,AL091979,30/08/1979 06:00,              DAVID,6511333.278245276,977935.7316424169,140,925
35023,Atlantic,AL091979,30/08/1979 12:00,              DAVID,6399137.503192639,982525.8929611861,145,924
35024,Atlantic,AL091979,30/08/1979 18:00,              DAVID,6287206.227793675,987936.4862721376,150,924
35025,Atlantic,AL091979,31/08/1979 00:00,              DAVID,6167845.161029937,980848.0547066248,145,927
35026,Atlantic,AL091979,31/08/1979 06:00,              DAVID,6058966.932265259,977185.0828682631,145,928
35027,Atlantic,AL091979,31/08/1979 12:00,              DAVID,5970949.987492736,979134.6560759399,145,927
35028,Atlantic,AL091979,31/08/1979 18:00,              DAVID,5891434.725562558,1040253.9167740723,150,926
35029,Atlantic,AL091979,01/09/1979 00:00,              DAVID,5797402.113195341,1120948.0811761054,130,953
35030,Atlantic,AL091979,01/09/1979 06:00,              DAVID,5621488.746707285,1139087.4485522057,100,978
35031,Atlantic,AL091979,01/09/1979 12:00,              DAVID,5438321.898537655,1146410.977822226,65,1002
35032,Atlantic,AL091979,01/09/1979 18:00,              DAVID,5327186.420469568,1225721.1729773676,60,1002
35033,Atlantic,AL091979,02/09/1979 00:00,              DAVID,5251673.4169872105,1289836.23426907,65,997
35034,Atlantic,AL091979,02/09/1979 06:00,              DAVID,5209078.34878186,1349097.90589793,70,990
35035,Atlantic,AL091979,02/09/1979 12:00,              DAVID,5106588.948603951,1453442.102862108,70,984
35036,Atlantic,AL091979,02/09/1979 18:00,              DAVID,4979223.445891891,1531552.1836369787,75,979
35037,Atlantic,AL091979,03/09/1979 00:00,              DAVID,4886613.701970838,1594003.406664291,80,976
35038,Atlantic,AL091979,03/09/1979 06:00,              DAVID,4784882.135980735,1655467.6753659416,80,974
35039,Atlantic,AL091979,03/09/1979 12:00,              DAVID,4718252.491975017,1756514.0092578616,85,973
35040,Atlantic,AL091979,03/09/1979 18:00,              DAVID,4644259.002886485,1845544.8599691638,85,972
35041,Atlantic,AL091979,04/09/1979 00:00,              DAVID,4601772.7804877795,1928489.2155088622,85,971
35042,Atlantic,AL091979,04/09/1979 06:00,              DAVID,4554734.745921813,2044512.169314995,85,970
35043,Atlantic,AL091979,04/09/1979 12:00,              DAVID,4527233.485216413,2163732.865576165,85,970
35044,Atlantic,AL091979,04/09/1979 18:00,              DAVID,4477725.856785474,2302539.087753024,80,970
35045,Atlantic,AL091979,05/09/1979 00:00,              DAVID,4470973.444623052,2414256.13069824,65,972
35046,Atlantic,AL091979,05/09/1979 06:00,              DAVID,4473302.415211127,2527660.9940167335,55,976
35059,Atlantic,AL101979,25/08/1979 12:00,            UNNAMED,3293241.4613879477,688538.2844798442,20,-999
35060,Atlantic,AL101979,25/08/1979 18:00,            UNNAMED,3235010.8262963593,796238.3594443126,25,-999
35061,Atlantic,AL101979,26/08/1979 00:00,            UNNAMED,3211933.4253663626,839339.9267024806,25,-999
35062,Atlantic,AL101979,26/08/1979 06:00,            UNNAMED,3125459.758195537,901749.8583814027,30,-999
35063,Atlantic,AL101979,26/08/1979 12:00,            UNNAMED,3121770.258225796,989889.4679320197,30,-999
35064,Atlantic,AL101979,26/08/1979 18:00,            UNNAMED,3117161.2348905336,1099995.8564701362,30,-999
35065,Atlantic,AL101979,27/08/1979 00:00,            UNNAMED,3113014.747941632,1199052.5697592613,30,-999
35066,Atlantic,AL101979,27/08/1979 06:00,            UNNAMED,3109790.0921088145,1276087.3734916463,30,-999
35067,Atlantic,AL101979,27/08/1979 12:00,            UNNAMED,3096008.517557459,1363714.2524947955,30,-999
35068,Atlantic,AL101979,27/08/1979 18:00,            UNNAMED,3042621.04685596,1438795.9023093965,25,-999
35069,Atlantic,AL101979,28/08/1979 00:00,            UNNAMED,2993151.7173786694,1414966.036032082,25,-999
35070,Atlantic,AL101979,28/08/1979 06:00,            UNNAMED,2854166.636969377,1333742.6846438672,25,-999
35071,Atlantic,AL101979,28/08/1979 12:00,            UNNAMED,2804040.2027244656,1310569.8738475454,-99,-999
35089,Atlantic,AL111979,02/09/1979 06:00,           FREDERIC,7444111.937580402,1132586.1276322631,60,994
35090,Atlantic,AL111979,02/09/1979 12:00,           FREDERIC,7248891.489796433,1138505.2945859926,60,996
35091,Atlantic,AL111979,02/09/1979 18:00,           FREDERIC,7058199.074279688,1171258.6736094742,55,999
35092,Atlantic,AL111979,03/09/1979 00:00,           FREDERIC,6942923.160729733,1182278.9266404456,55,1002
35093,Atlantic,AL111979,03/09/1979 06:00,           FREDERIC,6828032.871296593,1194158.4291058572,55,1000
35094,Atlantic,AL111979,03/09/1979 12:00,           FREDERIC,6713533.749431193,1206894.3190938705,50,999
35095,Atlantic,AL111979,03/09/1979 18:00,           FREDERIC,6602417.110343665,1209833.1970493668,50,1000
35096,Atlantic,AL111979,04/09/1979 00:00,           FREDERIC,6494461.468199911,1202925.2919631759,50,1002
35097,Atlantic,AL111979,04/09/1979 06:00,           FREDERIC,6389446.617744649,1186117.5893337347,45,1003
35098,Atlantic,AL111979,04/09/1979 12:00,           FREDERIC,6287153.198368913,1159354.7409531043,45,1004
35099,Atlantic,AL111979,04/09/1979 18:00,           FREDERIC,6184675.6617551735,1133305.7833807997,45,1005
35100,Atlantic,AL111979,05/09/1979 00:00,           FREDERIC,6084630.892773229,1097227.2318138368,45,1006
35101,Atlantic,AL111979,05/09/1979 06:00,           FREDERIC,6004751.560480463,1021192.8358198064,45,1007
35102,Atlantic,AL111979,05/09/1979 12:00,           FREDERIC,5955564.877386634,998284.1879007797,40,1008
35103,Atlantic,AL111979,05/09/1979 18:00,           FREDERIC,5904233.196390067,1031842.1573093461,40,1007
35104,Atlantic,AL111979,06/09/1979 00:00,           FREDERIC,5856065.5566210635,1100215.6091666578,40,1005
35105,Atlantic,AL111979,06/09/1979 06:00,           FREDERIC,5752254.638622267,1178761.890064016,35,1005
35106,Atlantic,AL111979,06/09/1979 12:00,           FREDERIC,5628151.584514996,1208204.754625336,35,1006
35107,Atlantic,AL111979,06/09/1979 18:00,           FREDERIC,5503373.243084294,1193350.6238103686,30,1006
35108,Atlantic,AL111979,07/09/1979 00:00,           FREDERIC,5347885.777137972,1173568.9622283343,30,1006
35109,Atlantic,AL111979,07/09/1979 06:00,           FREDERIC,5210790.082091933,1170048.6131660407,25,1006
35110,Atlantic,AL111979,07/09/1979 12:00,           FREDERIC,5082185.44225833,1180459.574549895,25,1005
35111,Atlantic,AL111979,07/09/1979 18:00,           FREDERIC,4974375.818780375,1195421.8474763073,25,1004
35112,Atlantic,AL111979,08/09/1979 00:00,           FREDERIC,4899286.661708878,1205273.4741104324,30,1003
35113,Atlantic,AL111979,08/09/1979 06:00,           FREDERIC,4834552.041131617,1217130.1567132417,30,1003
35114,Atlantic,AL111979,08/09/1979 12:00,           FREDERIC,4780148.384858524,1230855.7671344243,30,1002
35115,Atlantic,AL111979,08/09/1979 18:00,           FREDERIC,4707154.441120473,1230796.0837829348,30,1002
35116,Atlantic,AL111979,09/09/1979 00:00,           FREDERIC,4654589.476017372,1234090.452845266,35,1001
35117,Atlantic,AL111979,09/09/1979 06:00,           FREDERIC,4602074.394831931,1237573.1211198838,40,1000
35118,Atlantic,AL111979,09/09/1979 12:00,           FREDERIC,4549609.864839133,1241243.8136661688,45,999
35119,Atlantic,AL111979,09/09/1979 18:00,           FREDERIC,4497196.552231211,1245102.253234178,50,997
35120,Atlantic,AL111979,10/09/1979 00:00,           FREDERIC,4440469.832846286,1281906.1015735099,55,995
35121,Atlantic,AL111979,10/09/1979 06:00,           FREDERIC,4405709.594827896,1310643.7706223445,60,992
35122,Atlantic,AL111979,10/09/1979 12:00,           FREDERIC,4373896.7506536655,1317613.5179273274,65,990
35123,Atlantic,AL111979,10/09/1979 18:00,           FREDERIC,4350850.343474335,1336866.5831292889,70,987
35124,Atlantic,AL111979,11/09/1979 00:00,           FREDERIC,4326482.538848304,1367083.3856272942,75,985
35125,Atlantic,AL111979,11/09/1979 06:00,           FREDERIC,4279358.7234760495,1416705.75849673,80,983
35126,Atlantic,AL111979,11/09/1979 12:00,           FREDERIC,4231207.195873224,1477421.5262328507,85,980
35127,Atlantic,AL111979,11/09/1979 18:00,           FREDERIC,4183406.430924429,1538308.5716188652,95,968
35128,Atlantic,AL111979,12/09/1979 00:00,           FREDERIC,4114848.249660381,1608060.3097378942,100,960
35129,Atlantic,AL111979,12/09/1979 06:00,           FREDERIC,4045700.885667432,1689144.792429678,110,952
35130,Atlantic,AL111979,12/09/1979 12:00,           FREDERIC,3976099.6075692154,1781615.235786679,115,943
35131,Atlantic,AL111979,12/09/1979 18:00,           FREDERIC,3896445.96265183,1884565.508693965,115,950
35132,Atlantic,AL111979,13/09/1979 00:00,           FREDERIC,3853212.056690702,2024964.993851918,115,946
35133,Atlantic,AL111979,13/09/1979 06:00,           FREDERIC,3793549.9309684713,2141915.811613676,95,955
35134,Atlantic,AL111979,13/09/1979 12:00,           FREDERIC,3760003.890377488,2295366.763579156,65,975
35135,Atlantic,AL111979,13/09/1979 18:00,           FREDERIC,3806485.4640564257,2502122.647579564,45,985
35142,Atlantic,AL121979,30/08/1979 00:00,              ELENA,3788879.949376142,1552714.3911794114,25,1008
35143,Atlantic,AL121979,30/08/1979 06:00,              ELENA,3704499.6547330124,1600682.4493031038,25,1008
35144,Atlantic,AL121979,30/08/1979 12:00,              ELENA,3621561.224429191,1638170.8477130544,30,1007
35145,Atlantic,AL121979,30/08/1979 18:00,              ELENA,3509440.1776875034,1674015.3345570038,35,1006
35146,Atlantic,AL121979,31/08/1979 00:00,              ELENA,3392925.053519634,1633023.5276136685,35,1004
35147,Atlantic,AL121979,31/08/1979 06:00,              ELENA,3311752.811421332,1661316.7686777643,35,1006
35148,Atlantic,AL121979,31/08/1979 12:00,              ELENA,3270995.047874876,1681152.868659296,35,1008
35149,Atlantic,AL121979,31/08/1979 18:00,              ELENA,3219931.046522388,1711634.5547654827,35,1008
35150,Atlantic,AL121979,01/09/1979 00:00,              ELENA,3178920.3562068986,1742782.600820874,35,1008
35151,Atlantic,AL121979,01/09/1979 06:00,              ELENA,3138088.3951743534,1774063.0690345014,35,1008
35152,Atlantic,AL121979,01/09/1979 12:00,              ELENA,3105789.4714748603,1839048.9242511212,35,1008
35153,Atlantic,AL121979,01/09/1979 18:00,              ELENA,3103397.7057627095,1894341.2197793177,30,1008
35154,Atlantic,AL121979,02/09/1979 00:00,              ELENA,3100524.6596165495,1960759.6468738161,25,1008
35223,Atlantic,AL151979,15/09/1979 00:00,              HENRI,4078494.6520941164,1005478.0307585342,25,1003
35224,Atlantic,AL151979,15/09/1979 06:00,              HENRI,4054247.238635341,1135925.2929029905,25,1003
35225,Atlantic,AL151979,15/09/1979 12:00,              HENRI,3991767.394623381,1240193.8927111293,30,1003
35226,Atlantic,AL151979,15/09/1979 18:00,              HENRI,3879719.69788671,1229181.9649047863,30,1003
35227,Atlantic,AL151979,16/09/1979 00:00,              HENRI,3757393.5089003528,1218149.457531586,30,1003
35228,Atlantic,AL151979,16/09/1979 06:00,              HENRI,3624774.4037197335,1207353.022660087,30,1002
35229,Atlantic,AL151979,16/09/1979 12:00,              HENRI,3505283.0108953174,1154494.401210116,35,1001
35230,Atlantic,AL151979,16/09/1979 18:00,              HENRI,3418551.9959360603,1060500.5094086535,45,999
35231,Atlantic,AL151979,17/09/1979 00:00,              HENRI,3374107.154383246,936329.908200399,55,995
35232,Atlantic,AL151979,17/09/1979 06:00,              HENRI,3332527.2648022105,933949.9877221296,65,990
35233,Atlantic,AL151979,17/09/1979 12:00,              HENRI,3300154.498069124,954265.2679406853,75,983
35234,Atlantic,AL151979,17/09/1979 18:00,              HENRI,3266733.4099349324,996666.5101113087,70,984
35235,Atlantic,AL151979,18/09/1979 00:00,              HENRI,3224784.410639485,1005595.9351566003,65,992
35236,Atlantic,AL151979,18/09/1979 06:00,              HENRI,3182891.222634126,1014643.0333012308,60,997
35237,Atlantic,AL151979,18/09/1979 12:00,              HENRI,3150903.1883005733,1035268.6458416228,50,1000
35238,Atlantic,AL151979,18/09/1979 18:00,              HENRI,3148967.5816672426,1079304.3982785582,40,1000
35239,Atlantic,AL151979,19/09/1979 00:00,              HENRI,3149451.4458767897,1068296.3121427628,40,1000
35240,Atlantic,AL151979,19/09/1979 06:00,              HENRI,3160736.562546793,1046735.57432307,35,1001
35241,Atlantic,AL151979,19/09/1979 12:00,              HENRI,3172052.172246171,1025180.9514544894,35,1003
