order,Ocean,Record identifier,Datetime,Cyclone name,Y,X,Max sustained wind speed (kt),Min pressure (millibars)
13569,Eastern pacific,EP101990,24/07/1990 12:00,             ISELLE,1828727.6294047092,571862.3661630225,100,960
13570,Eastern pacific,EP101990,24/07/1990 18:00,             ISELLE,1756899.0864978377,630616.1999764061,100,960
13571,Eastern pacific,EP101990,25/07/1990 00:00,             ISELLE,1675660.6513837278,701272.0181910592,100,960
13572,Eastern pacific,EP101990,25/07/1990 06:00,             ISELLE,1574167.4720691158,773574.8648904581,100,960
13573,Eastern pacific,EP101990,25/07/1990 12:00,             ISELLE,1483349.5776688,834774.090867592,105,958
13574,Eastern pacific,EP101990,25/07/1990 18:00,             ISELLE,1382839.0883838288,897260.110085671,105,958
13575,Eastern pacific,EP101990,26/07/1990 00:00,             ISELLE,1293525.662505578,959542.006430677,105,958
13576,Eastern pacific,EP101990,26/07/1990 06:00,             ISELLE,1205907.2089110974,1033311.8693897901,100,960
13577,Eastern pacific,EP101990,26/07/1990 12:00,             ISELLE,1108889.8434319515,1108531.0969749438,100,960
13578,Eastern pacific,EP101990,26/07/1990 18:00,             ISELLE,1012856.086974747,1184359.2511390848,95,965
13579,Eastern pacific,EP101990,27/07/1990 00:00,             ISELLE,916622.1918567673,1249842.6467281596,95,967
13580,Eastern pacific,EP101990,27/07/1990 06:00,             ISELLE,830101.3477102923,1303837.7889275905,90,970
13581,Eastern pacific,EP101990,27/07/1990 12:00,             ISELLE,755613.5798230867,1368055.9589504695,85,973
13582,Eastern pacific,EP101990,27/07/1990 18:00,             ISELLE,690467.6169142004,1420459.3185388655,80,975
13639,Eastern pacific,EP121990,16/08/1990 12:00,            UNNAMED,1440878.7577587022,-122391.05131157897,20,-999
13640,Eastern pacific,EP121990,16/08/1990 18:00,            UNNAMED,1331231.1998419906,-92132.88701772268,25,-999
13641,Eastern pacific,EP121990,17/08/1990 00:00,            UNNAMED,1178532.2936347302,-46293.45663530291,25,-999
13642,Eastern pacific,EP121990,17/08/1990 06:00,            UNNAMED,1025571.8562007488,-10228.914151603067,25,-999
13643,Eastern pacific,EP121990,17/08/1990 12:00,            UNNAMED,902893.3021978028,-9647.87587273852,25,-999
13644,Eastern pacific,EP121990,17/08/1990 18:00,            UNNAMED,791189.6371377897,-9316.27943325583,25,-999
13645,Eastern pacific,EP121990,18/08/1990 00:00,            UNNAMED,658609.0890105877,5536.181822222449,30,-999
13646,Eastern pacific,EP121990,18/08/1990 06:00,            UNNAMED,527550.667894965,32665.25230844066,30,-999
13654,Eastern pacific,EP131990,17/08/1990 00:00,              JULIO,2833501.363020819,-97660.07331679853,25,1012
13655,Eastern pacific,EP131990,17/08/1990 06:00,              JULIO,2633032.25670134,-55597.990686888006,25,1012
13656,Eastern pacific,EP131990,17/08/1990 12:00,              JULIO,2455780.768463808,-11161.64276289252,25,1011
13657,Eastern pacific,EP131990,17/08/1990 18:00,              JULIO,2290410.414786507,23823.77948235704,25,1010
13658,Eastern pacific,EP131990,18/08/1990 00:00,              JULIO,2125766.1934832544,60497.376698193,30,1009
13659,Eastern pacific,EP131990,18/08/1990 06:00,              JULIO,1994441.3658734197,86568.86196730583,35,1005
13660,Eastern pacific,EP131990,18/08/1990 12:00,              JULIO,1863073.554648943,102535.66754268124,40,1001
13661,Eastern pacific,EP131990,18/08/1990 18:00,              JULIO,1755455.5354529105,152052.41742165035,45,998
13662,Eastern pacific,EP131990,19/08/1990 00:00,              JULIO,1616408.2362065646,215211.4924254832,50,994
13663,Eastern pacific,EP131990,19/08/1990 06:00,              JULIO,1479169.3335221796,290641.03710472735,60,991
13664,Eastern pacific,EP131990,19/08/1990 12:00,              JULIO,1353186.4678141307,355261.75307366875,65,988
13665,Eastern pacific,EP131990,19/08/1990 18:00,              JULIO,1238961.3754014522,419945.6743286158,70,985
13666,Eastern pacific,EP131990,20/08/1990 00:00,              JULIO,1134399.3783204588,462321.49062035553,75,981
13667,Eastern pacific,EP131990,20/08/1990 06:00,              JULIO,1030364.7053599192,505381.4705906957,80,978
13668,Eastern pacific,EP131990,20/08/1990 12:00,              JULIO,925726.4420619712,538083.6132676839,85,974
13669,Eastern pacific,EP131990,20/08/1990 18:00,              JULIO,832120.5571385967,570322.2068693782,90,970
13670,Eastern pacific,EP131990,21/08/1990 00:00,              JULIO,740128.8425937162,614136.4909760146,95,966
13671,Eastern pacific,EP131990,21/08/1990 06:00,              JULIO,635333.8024056242,637779.6020380318,100,962
13687,Eastern pacific,EP141990,21/08/1990 18:00,              KENNA,1455244.4643728952,258707.26044767787,30,1009
13688,Eastern pacific,EP141990,22/08/1990 00:00,              KENNA,1349897.2673102305,310839.4551612135,30,1009
13689,Eastern pacific,EP141990,22/08/1990 06:00,              KENNA,1243423.3658675908,341440.9286589638,35,1005
13690,Eastern pacific,EP141990,22/08/1990 12:00,              KENNA,1136342.4908749152,361670.8221704596,40,1003
13691,Eastern pacific,EP141990,22/08/1990 18:00,              KENNA,1042354.6466253453,403772.0115703292,45,1000
13692,Eastern pacific,EP141990,23/08/1990 00:00,              KENNA,949953.1024492322,457477.0974992359,45,1000
13693,Eastern pacific,EP141990,23/08/1990 06:00,              KENNA,855798.3871829528,489604.0353279359,50,997
13694,Eastern pacific,EP141990,23/08/1990 12:00,              KENNA,736818.3982401378,491628.3578432949,55,994
13695,Eastern pacific,EP141990,23/08/1990 18:00,              KENNA,648553.1889356868,479633.3846721069,55,994
13696,Eastern pacific,EP141990,24/08/1990 00:00,              KENNA,560098.0779327266,468135.7545500826,55,994
13724,Eastern pacific,EP151990,23/08/1990 18:00,             LOWELL,3098858.254958855,235212.29100242347,20,1011
13725,Eastern pacific,EP151990,24/08/1990 00:00,             LOWELL,2978786.7984568872,242225.17153389848,25,1011
13726,Eastern pacific,EP151990,24/08/1990 06:00,             LOWELL,2858345.4148353804,272441.4470182283,25,1011
13727,Eastern pacific,EP151990,24/08/1990 12:00,             LOWELL,2727234.812672964,325655.10815585626,25,1011
13728,Eastern pacific,EP151990,24/08/1990 18:00,             LOWELL,2575475.9524492063,379779.8322275194,25,1010
13729,Eastern pacific,EP151990,25/08/1990 00:00,             LOWELL,2435538.60978395,435270.207236315,30,1010
13730,Eastern pacific,EP151990,25/08/1990 06:00,             LOWELL,2317889.2742185136,480602.875000749,30,1009
13731,Eastern pacific,EP151990,25/08/1990 12:00,             LOWELL,2190923.274332387,560241.414810829,30,1007
13732,Eastern pacific,EP151990,25/08/1990 18:00,             LOWELL,2054674.1455574734,641130.3447831015,35,1005
13733,Eastern pacific,EP151990,26/08/1990 00:00,             LOWELL,1929989.2884252924,711692.8078218525,40,1002
13734,Eastern pacific,EP151990,26/08/1990 06:00,             LOWELL,1815951.371630003,760665.8639107922,45,999
13735,Eastern pacific,EP151990,26/08/1990 12:00,             LOWELL,1712534.6692121592,798892.2476059768,50,996
13736,Eastern pacific,EP151990,26/08/1990 18:00,             LOWELL,1609616.9581753854,837813.5068122961,55,992
13737,Eastern pacific,EP151990,27/08/1990 00:00,             LOWELL,1505741.8222223513,855400.6856645538,60,989
13738,Eastern pacific,EP151990,27/08/1990 06:00,             LOWELL,1402068.5255242705,873705.1011703429,65,987
13739,Eastern pacific,EP151990,27/08/1990 12:00,             LOWELL,1287286.128910162,882566.2448605924,65,987
13740,Eastern pacific,EP151990,27/08/1990 18:00,             LOWELL,1150735.2949571193,883180.5505288402,65,987
13741,Eastern pacific,EP151990,28/08/1990 00:00,             LOWELL,1011913.2689823499,863068.1535344899,65,986
13742,Eastern pacific,EP151990,28/08/1990 06:00,             LOWELL,871423.2090761219,833251.7242173426,65,987
13743,Eastern pacific,EP151990,28/08/1990 12:00,             LOWELL,743322.3090334868,825455.3364784566,65,987
13744,Eastern pacific,EP151990,28/08/1990 18:00,             LOWELL,624084.4724486228,806467.1618683405,60,988
13817,Eastern pacific,EP171990,10/09/1990 00:00,            NORBERT,1441780.7036956022,57865.423476112555,25,1009
13818,Eastern pacific,EP171990,10/09/1990 06:00,            NORBERT,1421299.2841061866,81724.94989685515,30,1009
13819,Eastern pacific,EP171990,10/09/1990 12:00,            NORBERT,1412627.3402849887,116005.21580895058,30,1008
13820,Eastern pacific,EP171990,10/09/1990 18:00,            NORBERT,1415714.3886461363,160655.68348930526,35,1005
13821,Eastern pacific,EP171990,11/09/1990 00:00,            NORBERT,1407115.847043571,194866.48607503306,40,1002
13822,Eastern pacific,EP171990,11/09/1990 06:00,            NORBERT,1376788.9249250037,230603.58180235486,45,1000
13823,Eastern pacific,EP171990,11/09/1990 12:00,            NORBERT,1349074.4353585697,299726.69811121875,45,1000
13824,Eastern pacific,EP171990,11/09/1990 18:00,            NORBERT,1346533.032174476,411528.0091341135,45,1000
13825,Eastern pacific,EP171990,12/09/1990 00:00,            NORBERT,1353983.0086284066,511199.8846509913,45,1000
13826,Eastern pacific,EP171990,12/09/1990 06:00,            NORBERT,1349964.8240816095,600437.8179506725,45,1003
13827,Eastern pacific,EP171990,12/09/1990 12:00,            NORBERT,1285331.1349194231,727575.0893916853,40,1005
13828,Eastern pacific,EP171990,12/09/1990 18:00,            NORBERT,1181063.2827074183,869395.0745337164,35,1005
13829,Eastern pacific,EP171990,13/09/1990 00:00,            NORBERT,1072569.6022825872,945862.12064339,40,1002
13830,Eastern pacific,EP171990,13/09/1990 06:00,            NORBERT,981352.9198335938,977060.5935134393,45,1000
13831,Eastern pacific,EP171990,13/09/1990 12:00,            NORBERT,888091.8072055865,986883.2053817632,50,995
13832,Eastern pacific,EP171990,13/09/1990 18:00,            NORBERT,808998.3531293413,1028977.4177244065,55,992
13833,Eastern pacific,EP171990,14/09/1990 00:00,            NORBERT,709725.1823281837,1073964.7531786605,65,987
13857,Eastern pacific,EP181990,09/09/1990 18:00,            UNNAMED,2467046.571124529,89689.47220321698,25,-999
13858,Eastern pacific,EP181990,10/09/1990 00:00,            UNNAMED,2379600.755564968,146037.63094976332,25,-999
13859,Eastern pacific,EP181990,10/09/1990 06:00,            UNNAMED,2249338.823286141,214582.84636459287,25,-999
13860,Eastern pacific,EP181990,10/09/1990 12:00,            UNNAMED,2088256.8704485784,307185.8163579116,25,-999
13861,Eastern pacific,EP181990,10/09/1990 18:00,            UNNAMED,1951007.574232792,411581.1489375109,25,-999
13862,Eastern pacific,EP181990,11/09/1990 00:00,            UNNAMED,1837939.4919378767,538187.9039370776,25,-999
13863,Eastern pacific,EP181990,11/09/1990 06:00,            UNNAMED,1737350.946921104,664819.5602959371,25,-999
13864,Eastern pacific,EP181990,11/09/1990 12:00,            UNNAMED,1638483.5033864672,791889.174634584,25,-999
13865,Eastern pacific,EP181990,11/09/1990 18:00,            UNNAMED,1528789.28296596,887067.135491561,25,-999
13866,Eastern pacific,EP181990,12/09/1990 00:00,            UNNAMED,1405296.9851698896,917723.8291366835,30,-999
13867,Eastern pacific,EP181990,12/09/1990 06:00,            UNNAMED,1267331.0419015104,895270.5769651645,30,-999
13868,Eastern pacific,EP181990,12/09/1990 12:00,            UNNAMED,1168670.071721202,848324.1253494858,30,-999
13869,Eastern pacific,EP181990,12/09/1990 18:00,            UNNAMED,1121815.9581425267,797099.7888419818,30,-999
13871,Eastern pacific,EP191990,23/09/1990 12:00,              ODILE,1784730.9228341538,72272.58666736074,25,1011
13872,Eastern pacific,EP191990,23/09/1990 18:00,              ODILE,1665569.846386657,111768.98611832081,30,1009
13873,Eastern pacific,EP191990,24/09/1990 00:00,              ODILE,1555900.366433409,117969.45561978228,30,1006
13874,Eastern pacific,EP191990,24/09/1990 06:00,              ODILE,1446276.785076765,124934.44419105905,40,1002
13875,Eastern pacific,EP191990,24/09/1990 12:00,              ODILE,1338356.8993241214,154981.0135458728,45,998
13876,Eastern pacific,EP191990,24/09/1990 18:00,              ODILE,1229900.2744502455,174609.50693269938,55,995
13877,Eastern pacific,EP191990,25/09/1990 00:00,              ODILE,1110749.8483102692,195948.6808469516,55,994
13878,Eastern pacific,EP191990,25/09/1990 06:00,              ODILE,992925.1969065964,229312.35698483317,60,988
13879,Eastern pacific,EP191990,25/09/1990 12:00,              ODILE,864666.2867554193,264685.1266194699,70,980
13880,Eastern pacific,EP191990,25/09/1990 18:00,              ODILE,727321.0067473098,313416.2299807837,85,972
13881,Eastern pacific,EP191990,26/09/1990 00:00,              ODILE,592085.4602027149,374389.23037759576,95,965
13921,Eastern pacific,EP211990,27/09/1990 00:00,             RACHEL,2795090.2176260357,170698.77260526567,25,1010
13922,Eastern pacific,EP211990,27/09/1990 06:00,             RACHEL,2774013.1874292176,125605.9214468486,25,1010
13923,Eastern pacific,EP211990,27/09/1990 12:00,             RACHEL,2741820.88882052,80315.34627288271,25,1010
13924,Eastern pacific,EP211990,27/09/1990 18:00,             RACHEL,2709292.5665584365,46242.61494599402,25,1010
13925,Eastern pacific,EP211990,28/09/1990 00:00,             RACHEL,2665584.5882022846,12085.493568868078,25,1009
13926,Eastern pacific,EP211990,28/09/1990 06:00,             RACHEL,2599422.3178425636,311.95323323287926,25,1009
13927,Eastern pacific,EP211990,28/09/1990 12:00,             RACHEL,2522093.9862560825,15.405145994197287,25,1009
13928,Eastern pacific,EP211990,28/09/1990 18:00,             RACHEL,2422780.832262973,22623.899373502296,30,1009
13929,Eastern pacific,EP211990,29/09/1990 00:00,             RACHEL,2312737.1374261715,45966.114625501505,30,1008
13930,Eastern pacific,EP211990,29/09/1990 06:00,             RACHEL,2192235.441139403,81464.95163646272,30,1008
13931,Eastern pacific,EP211990,29/09/1990 12:00,             RACHEL,2083823.8028158597,139912.19960704457,30,1008
13932,Eastern pacific,EP211990,29/09/1990 18:00,             RACHEL,1998026.3593104149,198304.03498555833,30,1007
13933,Eastern pacific,EP211990,30/09/1990 00:00,             RACHEL,1869846.366827855,269919.12053704297,30,1006
13934,Eastern pacific,EP211990,30/09/1990 06:00,             RACHEL,1709835.1152797425,332976.39811998926,35,1005
13935,Eastern pacific,EP211990,30/09/1990 12:00,             RACHEL,1562513.213855241,408038.89524720696,40,1004
13936,Eastern pacific,EP211990,30/09/1990 18:00,             RACHEL,1449462.3807514783,493240.26130669453,40,1002
13937,Eastern pacific,EP211990,01/10/1990 00:00,             RACHEL,1391679.961207996,586240.4442413967,45,1001
13938,Eastern pacific,EP211990,01/10/1990 06:00,             RACHEL,1387520.6494084634,675350.7552832423,45,999
13939,Eastern pacific,EP211990,01/10/1990 12:00,             RACHEL,1393990.827479672,763568.9892626421,50,998
13940,Eastern pacific,EP211990,01/10/1990 18:00,             RACHEL,1410907.1922199593,850925.5941472093,50,997
13941,Eastern pacific,EP211990,02/10/1990 00:00,             RACHEL,1450034.088128286,958739.0667119831,55,995
13942,Eastern pacific,EP211990,02/10/1990 06:00,             RACHEL,1532081.02743324,1096779.504547276,55,994
13943,Eastern pacific,EP211990,02/10/1990 12:00,             RACHEL,1675115.6533238762,1253586.3934128433,55,995
13944,Eastern pacific,EP211990,02/10/1990 18:00,             RACHEL,1837380.840962634,1454848.70219811,50,997
13945,Eastern pacific,EP211990,02/10/1990 19:00,             RACHEL,1858429.965358098,1475958.9784812424,50,998
13946,Eastern pacific,EP211990,03/10/1990 00:00,             RACHEL,2206806.1252902234,1829019.3773093245,25,1004
13948,Eastern pacific,EP221990,09/10/1990 00:00,              SIMON,1632278.7344141568,303666.067647347,25,1010
13949,Eastern pacific,EP221990,09/10/1990 06:00,              SIMON,1492901.0820851903,334394.75754105067,30,1009
13950,Eastern pacific,EP221990,09/10/1990 12:00,              SIMON,1354008.248548852,366360.31291312433,30,1008
13951,Eastern pacific,EP221990,09/10/1990 18:00,              SIMON,1237149.1582251263,397780.6716713232,30,1007
13952,Eastern pacific,EP221990,10/10/1990 00:00,              SIMON,1132434.0368847486,440185.1724707497,35,1005
13953,Eastern pacific,EP221990,10/10/1990 06:00,              SIMON,1028246.4939722586,483274.2935326575,40,1003
13954,Eastern pacific,EP221990,10/10/1990 12:00,              SIMON,937526.2389348159,548028.0767706154,40,1002
13955,Eastern pacific,EP221990,10/10/1990 18:00,              SIMON,846358.630748536,602235.9985204132,45,1000
13956,Eastern pacific,EP221990,11/10/1990 00:00,              SIMON,755805.667399659,656949.4499559884,50,998
13957,Eastern pacific,EP221990,11/10/1990 06:00,              SIMON,664538.0083512124,701175.1088656618,55,994
13958,Eastern pacific,EP221990,11/10/1990 12:00,              SIMON,598964.4510086223,776185.6928722287,60,991
13973,Eastern pacific,EP231990,16/10/1990 00:00,              TRUDY,2790674.577603947,-188697.0556110469,25,1010
13974,Eastern pacific,EP231990,16/10/1990 06:00,              TRUDY,2578152.351654567,-168570.0253936398,25,1010
13975,Eastern pacific,EP231990,16/10/1990 12:00,              TRUDY,2511141.0804943624,-134931.94545843522,25,1010
13976,Eastern pacific,EP231990,16/10/1990 18:00,              TRUDY,2466647.4558476387,-101113.350291405,25,1010
13977,Eastern pacific,EP231990,17/10/1990 00:00,              TRUDY,2455686.7990927976,-44854.16579292953,30,1009
13978,Eastern pacific,EP231990,17/10/1990 06:00,              TRUDY,2422726.0901852627,11408.154555615185,30,1009
13979,Eastern pacific,EP231990,17/10/1990 12:00,              TRUDY,2389921.814752001,56445.01434612236,35,1008
13980,Eastern pacific,EP231990,17/10/1990 18:00,              TRUDY,2357203.659491005,90302.18675700843,40,1005
13981,Eastern pacific,EP231990,18/10/1990 00:00,              TRUDY,2313533.3932175906,113138.63964984372,50,1000
13982,Eastern pacific,EP231990,18/10/1990 06:00,              TRUDY,2248085.203758131,136418.44411519752,60,995
13983,Eastern pacific,EP231990,18/10/1990 12:00,              TRUDY,2160716.1322942767,149242.8466067547,70,989
13984,Eastern pacific,EP231990,18/10/1990 18:00,              TRUDY,2073178.3735491834,151379.53584636166,80,980
13985,Eastern pacific,EP231990,19/10/1990 00:00,              TRUDY,1996593.6355760985,153649.66192891588,90,972
13986,Eastern pacific,EP231990,19/10/1990 06:00,              TRUDY,1910344.5305493218,190190.83294371766,100,963
13987,Eastern pacific,EP231990,19/10/1990 12:00,              TRUDY,1814087.563101153,238795.551706848,105,958
13988,Eastern pacific,EP231990,19/10/1990 18:00,              TRUDY,1718973.8963130016,299067.6660047208,115,945
13989,Eastern pacific,EP231990,20/10/1990 00:00,              TRUDY,1634141.036877852,337017.7546123736,125,935
13990,Eastern pacific,EP231990,20/10/1990 06:00,              TRUDY,1571943.5087659047,385195.2350561159,130,925
13991,Eastern pacific,EP231990,20/10/1990 12:00,              TRUDY,1530924.733784217,421124.75941030413,135,924
13992,Eastern pacific,EP231990,20/10/1990 18:00,              TRUDY,1500826.1378469686,456439.30994990474,130,930
13993,Eastern pacific,EP231990,21/10/1990 00:00,              TRUDY,1492278.7409000406,490369.9966506582,125,945
13994,Eastern pacific,EP231990,21/10/1990 06:00,              TRUDY,1494458.4605355598,523579.21216708724,115,950
13995,Eastern pacific,EP231990,21/10/1990 12:00,              TRUDY,1505859.193467779,533947.5368892172,105,955
13996,Eastern pacific,EP231990,21/10/1990 18:00,              TRUDY,1527912.5401558925,543640.5886530101,100,962
13997,Eastern pacific,EP231990,22/10/1990 00:00,              TRUDY,1539275.8534552343,554029.3342511938,95,968
13998,Eastern pacific,EP231990,22/10/1990 06:00,              TRUDY,1551311.2333509275,575483.3978487599,90,970
13999,Eastern pacific,EP231990,22/10/1990 12:00,              TRUDY,1542749.5651104162,609312.001586689,85,975
14000,Eastern pacific,EP231990,22/10/1990 18:00,              TRUDY,1533531.6581983757,632081.1995138974,80,979
14001,Eastern pacific,EP231990,23/10/1990 00:00,              TRUDY,1524344.5471718842,654848.2078187598,75,981
14002,Eastern pacific,EP231990,23/10/1990 06:00,              TRUDY,1503164.7017181222,656223.5371795053,70,983
14003,Eastern pacific,EP231990,23/10/1990 12:00,              TRUDY,1471398.5811022671,658341.9069220646,70,984
14004,Eastern pacific,EP231990,23/10/1990 18:00,              TRUDY,1523635.1433044304,643804.4266934243,70,985
14005,Eastern pacific,EP231990,24/10/1990 00:00,              TRUDY,1460055.2679882057,648022.0789758839,70,985
14006,Eastern pacific,EP231990,24/10/1990 06:00,              TRUDY,1279128.2580687103,650383.2336514272,70,984
14007,Eastern pacific,EP231990,24/10/1990 12:00,              TRUDY,1214645.1725019934,644592.7726934772,70,982
14008,Eastern pacific,EP231990,24/10/1990 18:00,              TRUDY,1128890.636199514,640971.434764602,75,980
14009,Eastern pacific,EP231990,25/10/1990 00:00,              TRUDY,1043055.5494115388,637832.2439646341,85,975
14010,Eastern pacific,EP231990,25/10/1990 06:00,              TRUDY,958260.5356314008,646195.6556656897,90,970
14011,Eastern pacific,EP231990,25/10/1990 12:00,              TRUDY,873513.4922329905,655031.9248152222,100,960
14012,Eastern pacific,EP231990,25/10/1990 18:00,              TRUDY,788817.0560742952,664340.776477549,105,958
14013,Eastern pacific,EP231990,26/10/1990 00:00,              TRUDY,727902.478536773,693628.9305903611,110,954
14014,Eastern pacific,EP231990,26/10/1990 06:00,              TRUDY,667202.0263696725,723152.9898026591,115,950
14015,Eastern pacific,EP231990,26/10/1990 12:00,              TRUDY,606716.6065434536,752911.9436089271,115,949
14041,Eastern pacific,EP241990,21/10/1990 18:00,              VANCE,2821931.167323881,-75388.54066033581,25,1011
14042,Eastern pacific,EP241990,22/10/1990 00:00,              VANCE,2800155.385660067,-98322.80411070131,25,1010
14043,Eastern pacific,EP241990,22/10/1990 06:00,              VANCE,2766996.4863367965,-110172.64849714155,25,1010
14044,Eastern pacific,EP241990,22/10/1990 12:00,              VANCE,2744230.7090376653,-76770.20069968591,30,1009
14045,Eastern pacific,EP241990,22/10/1990 18:00,              VANCE,2721245.836028197,-20907.70705801932,30,1008
14046,Eastern pacific,EP241990,23/10/1990 00:00,              VANCE,2687528.617657722,23546.886764970415,35,1005
14047,Eastern pacific,EP241990,23/10/1990 06:00,              VANCE,2643100.8407551907,56709.80997443933,40,1002
14048,Eastern pacific,EP241990,23/10/1990 12:00,              VANCE,2576891.0848306366,89842.65158636578,45,1000
14049,Eastern pacific,EP241990,23/10/1990 18:00,              VANCE,2510953.285830697,134402.25750472426,50,997
14050,Eastern pacific,EP241990,24/10/1990 00:00,              VANCE,2456311.5519037885,179149.65849647965,55,994
14051,Eastern pacific,EP241990,24/10/1990 06:00,              VANCE,2402051.6150852507,235187.52066919464,55,994
14052,Eastern pacific,EP241990,24/10/1990 12:00,              VANCE,2359025.0294249556,291235.17727556225,55,994
14053,Eastern pacific,EP241990,24/10/1990 18:00,              VANCE,2294847.3394324584,358720.87065381155,55,994
14054,Eastern pacific,EP241990,25/10/1990 00:00,              VANCE,2209731.0208604108,426764.7452704943,55,993
14055,Eastern pacific,EP241990,25/10/1990 06:00,              VANCE,2114385.2233541487,484363.5000023486,60,990
14056,Eastern pacific,EP241990,25/10/1990 12:00,              VANCE,2019749.0480238115,542492.7021601336,65,987
14057,Eastern pacific,EP241990,25/10/1990 18:00,              VANCE,1936862.1701190579,611816.0270156877,75,979
14058,Eastern pacific,EP241990,26/10/1990 00:00,              VANCE,1875420.1199791473,669582.0663853824,85,975
14059,Eastern pacific,EP241990,26/10/1990 06:00,              VANCE,1835044.247195478,715567.7102568194,85,975
14060,Eastern pacific,EP241990,26/10/1990 12:00,              VANCE,1804926.6795904753,750110.0974118792,85,975
14061,Eastern pacific,EP241990,26/10/1990 18:00,              VANCE,1795434.6729717138,772668.9971771351,85,976
14062,Eastern pacific,EP241990,27/10/1990 00:00,              VANCE,1806451.1988191372,783214.8676093486,80,978
14063,Eastern pacific,EP241990,27/10/1990 06:00,              VANCE,1816952.2627442838,782734.9481455848,75,982
14064,Eastern pacific,EP241990,27/10/1990 12:00,              VANCE,1858490.15076128,769853.319926309,65,987
14065,Eastern pacific,EP241990,27/10/1990 18:00,              VANCE,1888682.1529622166,735427.2196468094,60,993
14066,Eastern pacific,EP241990,28/10/1990 00:00,              VANCE,1919014.843563226,701047.7247832696,60,996
14067,Eastern pacific,EP241990,28/10/1990 06:00,              VANCE,1907161.8449442415,668308.7896112059,50,998
14068,Eastern pacific,EP241990,28/10/1990 12:00,              VANCE,1873144.8546247368,614305.2164815862,45,999
14069,Eastern pacific,EP241990,28/10/1990 18:00,              VANCE,1806929.8489939293,561746.3809212252,45,1000
14070,Eastern pacific,EP241990,29/10/1990 00:00,              VANCE,1762712.3941824157,530529.7571952993,45,1000
14071,Eastern pacific,EP241990,29/10/1990 06:00,              VANCE,1730682.7840667944,532105.4895009883,45,1000
14072,Eastern pacific,EP241990,29/10/1990 12:00,              VANCE,1699815.2226132099,555885.0446630088,45,1001
14073,Eastern pacific,EP241990,29/10/1990 18:00,              VANCE,1638367.1430953369,603604.9678334827,40,1003
14074,Eastern pacific,EP241990,30/10/1990 00:00,              VANCE,1566031.2890173781,641140.4455109668,35,1007
14075,Eastern pacific,EP241990,30/10/1990 06:00,              VANCE,1481986.7947682044,657628.4007018188,30,1009
14076,Eastern pacific,EP241990,30/10/1990 12:00,              VANCE,1398097.0239591794,674578.7606217024,25,1010
14077,Eastern pacific,EP241990,30/10/1990 18:00,              VANCE,1315227.42334435,703017.7452152766,25,1010
14078,Eastern pacific,EP241990,31/10/1990 00:00,              VANCE,1244093.4477586788,742039.552027329,25,1010
14079,Eastern pacific,EP241990,31/10/1990 06:00,              VANCE,1184775.1240767809,791465.801713568,25,1010
14080,Eastern pacific,EP241990,31/10/1990 12:00,              VANCE,1136306.966585061,840144.7193041018,20,1010
14081,Eastern pacific,EP241990,31/10/1990 18:00,              VANCE,1129874.224429488,885076.6595824383,20,1010
14100,Eastern pacific,EP021991,14/06/1991 18:00,             BLANCA,2388118.1338734645,-202233.87914609187,25,1010
14101,Eastern pacific,EP021991,15/06/1991 00:00,             BLANCA,2332060.7557236454,-213042.0945997346,25,1010
14102,Eastern pacific,EP021991,15/06/1991 06:00,             BLANCA,2276084.1827679225,-212359.03660635743,25,1010
14103,Eastern pacific,EP021991,15/06/1991 12:00,             BLANCA,2220307.2330398452,-200186.15505120478,25,1010
14104,Eastern pacific,EP021991,15/06/1991 18:00,             BLANCA,2164612.344156222,-187824.00493698192,25,1010
14105,Eastern pacific,EP021991,16/06/1991 00:00,             BLANCA,2076389.847788293,-140594.35866121497,25,1010
14106,Eastern pacific,EP021991,16/06/1991 06:00,             BLANCA,1988681.6281848066,-92947.58582747167,25,1010
14107,Eastern pacific,EP021991,16/06/1991 12:00,             BLANCA,1890411.1498176833,-44464.53584840739,30,1009
14108,Eastern pacific,EP021991,16/06/1991 18:00,             BLANCA,1781682.5243636745,5057.120702751713,30,1008
14109,Eastern pacific,EP021991,17/06/1991 00:00,             BLANCA,1684620.2596023458,54687.860369158196,35,1005
14110,Eastern pacific,EP021991,17/06/1991 06:00,             BLANCA,1576520.0053175767,94314.26248016523,40,1003
14111,Eastern pacific,EP021991,17/06/1991 12:00,             BLANCA,1468930.5261189262,134647.23122937817,40,1002
14112,Eastern pacific,EP021991,17/06/1991 18:00,             BLANCA,1361046.1950505855,164531.09969206186,45,1001
14113,Eastern pacific,EP021991,18/06/1991 00:00,             BLANCA,1253527.3230173367,195141.2430299868,45,1000
14114,Eastern pacific,EP021991,18/06/1991 06:00,             BLANCA,1145414.0841188221,215345.09435527836,45,1000
14115,Eastern pacific,EP021991,18/06/1991 12:00,             BLANCA,1036479.4319742629,225169.82904978833,45,1000
14116,Eastern pacific,EP021991,18/06/1991 18:00,             BLANCA,927615.930731351,235753.87113251264,45,1000
14117,Eastern pacific,EP021991,19/06/1991 00:00,             BLANCA,817631.3238960521,235986.87925689164,45,1000
14118,Eastern pacific,EP021991,19/06/1991 06:00,             BLANCA,706297.4689929523,225884.3315145381,45,999
14119,Eastern pacific,EP021991,19/06/1991 12:00,             BLANCA,594739.4435523353,216563.30988873396,45,998
